,ASY_SVC_TYP_CD,Alpha,BidNumber,Bid_District,Bid_List_Rev_Wkly,Bid_Region,Bid_Request_Reason_Descr,Comp_Incentive,Constraints,DAS,Eff_Off_Incentive_Diff_Estimate,Flag,Gamma,Gross_OR_Ratio,Incentive_Freight,Ind_Dominant_Industry,List_Rev_Wkly,LowerBoundBind,LowerBoundType,LowerBoundValue,MVM_DRC_CD,Marginal_Cost_wkly,MktInc,NCV_DTR_DAT_TYP_CD,NetRev_-0.01,NetRev_-0.02,NetRev_0,NetRev_0.01,NetRev_0.02,Obj_-0.01,Obj_-0.02,Obj_0,Obj_0.01,Obj_0.02,Optimal_UPSInc,Optimal_UPSInc_-0.01,Optimal_UPSInc_-0.02,Optimal_UPSInc_0,Optimal_UPSInc_0.01,Optimal_UPSInc_0.02,Overall_Incentive,PTWonBid_-0.01,PTWonBid_-0.02,PTWonBid_0,PTWonBid_0.01,PTWonBid_0.02,PTWonbid_optimal,Pct_Rev_Freight,PriorInctest,Prior_Incentive,Product,Product_Mode,Profit_-0.01,Profit_-0.02,Profit_0,Profit_0.01,Profit_0.02,RESI,RelBoundBind,SVC_FEA_TYP_CD,SVC_GRP_NR,SVM_TYP_CD,TP1_High,TP1_Low,TP1_Target,Target_High,Target_High_Shown_IWA,Target_Low,UpperBoundBind,UpperBoundType,UpperBoundValue,Weight_PriceDiscip,Weight_Volume,ceiling,index,Timestamp
0,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,FFC,AMCHBQJ,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,4,2018-04-10 12:17
1,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,FFC,AMCHBQJ,1DA,0.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,4,2018-04-10 12:17
2,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SCR,AMCHBQM,1DA,0.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,5,2018-04-10 12:17
3,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SCR,AMCHBQM,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,5,2018-04-10 12:17
4,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SCX,AMBCRMG,1DA,0.72,0.697,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,6,2018-04-10 12:17
5,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SCX,AMBCRMF,1DA,0.72,0.697,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,6,2018-04-10 12:17
6,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SFC,AMCHBQN,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,7,2018-04-10 12:17
7,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SFC,AMCHBQN,1DA,0.5,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,7,2018-04-10 12:17
8,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SPB,AMCHBQO,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,9,2018-04-10 12:17
9,,-1.08820776721,P700032989,76,90705.0823349,03,CONVERSION,0.664748838665,True,,-0.0134005182812,0.0,-0.816605740095,0.219699417726,0.7,Unclassified,482.419,0.0,l_MktPR,0.475110476545,N,105.9871734,0.580088381236,,42.173656953,39.985755336,44.4482742681,46.8155743433,49.2821182695,0.153946476331,0.152441155328,0.155477690094,0.157036470758,0.158624548347,,0.69,0.68,0.7,0.71,0.72,0.7,0.301452478626,0.296021236844,0.307120810389,0.313043188085,0.319238296153,0.307120810389,1.0,0.02,0.0,1DA,AIR,75.0072675138,79.4655663096,70.3170422295,65.3803768961,60.1817165613,,0.0,SPB,AMCHBQO,1DA,0.5,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,9,2018-04-10 12:17
