,ASY_SVC_TYP_CD,Alpha,BidNumber,Bid_District,Bid_List_Rev_Wkly,Bid_Region,Bid_Request_Reason_Descr,Comp_Incentive,Constraints,DAS,Eff_Off_Incentive_Diff_Estimate,Flag,Gamma,Gross_OR_Ratio,Incentive_Freight,Ind_Dominant_Industry,List_Rev_Wkly,LowerBoundBind,LowerBoundType,LowerBoundValue,MVM_DRC_CD,Marginal_Cost_wkly,MktInc,NCV_DTR_DAT_TYP_CD,NetRev_-0.01,NetRev_-0.02,NetRev_0,NetRev_0.01,NetRev_0.02,Obj_-0.01,Obj_-0.02,Obj_0,Obj_0.01,Obj_0.02,Optimal_UPSInc,Optimal_UPSInc_-0.01,Optimal_UPSInc_-0.02,Optimal_UPSInc_0,Optimal_UPSInc_0.01,Optimal_UPSInc_0.02,Overall_Incentive,PTWonBid_-0.01,PTWonBid_-0.02,PTWonBid_0,PTWonBid_0.01,PTWonBid_0.02,PTWonbid_optimal,Pct_Rev_Freight,PriorInctest,Prior_Incentive,Product,Product_Mode,Profit_-0.01,Profit_-0.02,Profit_0,Profit_0.01,Profit_0.02,RESI,RelBoundBind,SVC_FEA_TYP_CD,SVC_GRP_NR,SVM_TYP_CD,TP1_High,TP1_Low,TP1_Target,Target_High,Target_High_Shown_IWA,Target_Low,UpperBoundBind,UpperBoundType,UpperBoundValue,Weight_PriceDiscip,Weight_Volume,ceiling,index,Timestamp
0,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,FFC,ALVLFND,1DA,0.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,4,2018-03-29 01:38
1,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,FFC,ALVLFND,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,4,2018-03-29 01:38
2,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SCR,ALVLFNF,1DA,0.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,5,2018-03-29 01:38
3,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SCR,ALVLFNF,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,5,2018-03-29 01:38
4,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SCX,ALTPZFN,1DA,0.72,0.647,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,6,2018-03-29 01:38
5,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SCX,ALTPZFM,1DA,0.701,0.628,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,6,2018-03-29 01:38
6,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SFC,ALVLFNE,1DA,0.5,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,7,2018-03-29 01:38
7,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SFC,ALVLFNE,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,7,2018-03-29 01:38
8,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SPB,ALVLFNG,1DA,0.5,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,9,2018-03-29 01:38
9,,-2.61894653244,P760033069,40,19251.0485088,07,CONVERSION,0.62789350779,True,,-0.0203174403013,0.0,-0.816605740095,0.141030671106,0.7,Diversified Vehicles & Parts,622.65964,0.0,l_MktPR,0.482988789528,N,87.8141069,0.586391031622,,15.2476545647,14.3761652256,16.1644543016,17.1305345346,18.150359718,0.0596088262264,0.0587665533757,0.060483134153,0.0613935677023,0.0623446293063,,0.69,0.68,0.7,0.71,0.72,0.7,0.0844411871448,0.0824582868972,0.0865344577957,0.0887479856915,0.0910929028878,0.0865344577957,0.957233152288,0.02,0.0,1DA,AIR,37.7768885512,38.7437435826,36.7437975015,35.6385692837,34.4546414786,,0.0,SPB,ALVLFNG,1DA,1.0,0.0,0.0,0.71,0.7,0.65,1.0,u_Ceiling,0.7,0.1,0.4,0.7,9,2018-03-29 01:38
